dirty	-0.29827078057478607
good thing	-0.25497375436305353
horrible	-0.1895048711657571
terrible	-0.1815464184333634
filthy	-0.18015623026996086
worst	-0.17589820189388664
never	-0.16164973877055744
disgusting	-0.16159178907882177
avoid	-0.15152783635878064
smell	-0.14981235663981768
even	-0.1443372488957972
one night	-0.14246428073631134
else	-0.13850135620618192
change room	-0.13728552684520717
rude	-0.13725506176063035
cockroach	-0.12591347259634442
broken	-0.12545146162161955
picture	-0.12274807844989818
told	-0.12169920169596078
wall	-0.12157544503003961
ceiling	-0.11854069035408968
saw	-0.11809889040423312
rat	-0.11803217090754242
dump	-0.11387510587899537
thought	-0.1135325435628368
tiny	-0.10847950536662476
woke	-0.10806355799700428
cleaner	-0.10787108083946559
time say	-0.10739489312584342
deposit	-0.1057353349738025
worst hotel	-0.10520640932443072
body	-0.104272988835616
time room	-0.10113318596084099
hole	-0.1002262844645299
found	-0.10000268196299002
please	-0.09945712532579891
black	-0.0988832482459696
hour	-0.09800262039177822
room time	-0.09771789210726849
tile	-0.09769505902910669
say	-0.09622485371835915
left	-0.09535541185486629
big time	-0.09323209889950931
smelly	-0.09299565960407769
stay away	-0.08967132721536009
sheet	-0.08953206228923209
falling	-0.08924827387906764
total	-0.0892014326108003
rat room	-0.0877807872848756
website	-0.0876168012894648
